"Codgeo";"ZInter_fact80_40000"
"02116";"Reg_I1_16"
"02117";"Reg_32_22"
"02118";"Reg_32_18"
"02119";"Reg_I1_47"
"02120";"Reg_32_18"
"02121";"Reg_I1_47"
"02122";"Reg_32_22"
"02123";"Reg_32_22"
"02124";"Reg_32_22"
"02125";"Reg_I1_4"
"02126";"Reg_I1_16"
"02127";"Reg_32_18"
"02128";"Reg_I1_57"
"02129";"Reg_I1_47"
"02130";"Reg_32_26"
"02131";"Reg_32_18"
"02132";"Reg_32_18"
"02133";"Reg_I1_57"
"02134";"Reg_32_26"
"02135";"Reg_32_26"
"02136";"Reg_I1_16"
"02137";"Reg_I1_4"
"02138";"Reg_32_18"
"02139";"Reg_32_18"
"02140";"Reg_32_18"
"02141";"Reg_32_26"
"02142";"Reg_32_22"
"02143";"Reg_32_22"
"02144";"Reg_32_22"
"02145";"Reg_32_18"
"02146";"Reg_I1_15"
"02148";"Reg_32_18"
"02149";"Reg_32_22"
"02150";"Reg_I1_47"
"02151";"Reg_32_18"
"02152";"Reg_32_18"
"02153";"Reg_32_18"
"02154";"Reg_32_18"
"02155";"Reg_I1_57"
"02156";"Reg_I1_57"
"02157";"Reg_I1_57"
"02158";"Reg_I1_47"
"02159";"Reg_32_18"
"02160";"Reg_I1_16"
"02162";"Reg_I1_47"
"02163";"Reg_I1_4"
"02164";"Reg_I1_47"
"02165";"Reg_32_22"
"02166";"Reg_I1_47"
"02167";"Reg_32_18"
"02168";"Reg_I1_47"
"02169";"Reg_I1_16"
"02170";"Reg_32_22"
"02171";"Reg_I1_57"
"02172";"Reg_32_18"
"02173";"Reg_32_18"
"02174";"Reg_I1_57"
"02175";"Reg_32_18"
"02176";"Reg_32_18"
"02177";"Reg_I1_57"
"02178";"Reg_I1_57"
"02179";"Reg_I1_47"
"02180";"Reg_I1_57"
"02181";"Reg_I1_16"
"02182";"Reg_I1_16"
"02183";"Reg_I1_57"
"02184";"Reg_32_22"
"02185";"Reg_I1_4"
"02186";"Reg_I1_4"
"02187";"Reg_I1_47"
"02188";"Reg_I1_16"
"02189";"Reg_I1_57"
"02190";"Reg_32_18"
"02191";"Reg_32_18"
"02192";"Reg_32_18"
"02193";"Reg_I1_15"
"02194";"Reg_I1_16"
"02195";"Reg_32_18"
"02196";"Reg_32_18"
"02197";"Reg_32_26"
"02198";"Reg_32_18"
"02199";"Reg_32_22"
"02200";"Reg_I1_16"
"02201";"Reg_32_18"
"02203";"Reg_I1_47"
"02204";"Reg_I1_16"
"02205";"Reg_I1_57"
"02206";"Reg_I1_16"
"02207";"Reg_32_18"
"02208";"Reg_I1_22"
"02209";"Reg_I1_15"
"02210";"Reg_32_18"
"02211";"Reg_I1_31"
"02212";"Reg_32_18"
"02213";"Reg_I1_15"
"02214";"Reg_32_22"
"02215";"Reg_I1_57"
"02216";"Reg_32_18"
"02217";"Reg_32_18"
"02218";"Reg_I1_57"
"02219";"Reg_32_18"
"02220";"Reg_I1_47"
"02221";"Reg_I1_4"
"02222";"Reg_32_22"
"02223";"Reg_I1_47"
"02224";"Reg_I1_47"
"02225";"Reg_I1_4"
"02226";"Reg_32_18"
"02227";"Reg_I1_15"
"02228";"Reg_I1_15"
"02229";"Reg_I1_57"
"02230";"Reg_32_18"
"02231";"Reg_I1_57"
"02232";"Reg_I1_18"
"02233";"Reg_32_18"
"02234";"Reg_I1_57"
"02235";"Reg_I1_57"
"02236";"Reg_32_18"
"02237";"Reg_I1_57"
"02238";"Reg_32_22"
"02239";"Reg_I1_15"
"02240";"Reg_32_22"
"02241";"Reg_I1_47"
"02242";"Reg_I1_4"
"02243";"Reg_32_14"
"02244";"Reg_I1_16"
"02245";"Reg_32_14"
"02246";"Reg_32_18"
"02248";"Reg_I1_16"
"02249";"Reg_I1_47"
"02250";"Reg_I1_22"
"02251";"Reg_I1_16"
"02252";"Reg_I1_57"
"02253";"Reg_32_18"
"02254";"Reg_32_18"
"02255";"Reg_I1_47"
"02256";"Reg_I1_16"
"02257";"Reg_32_22"
"02258";"Reg_I1_4"
"02259";"Reg_32_18"
"02260";"Reg_32_22"
"02261";"Reg_I1_57"
"02262";"Reg_32_22"
"02263";"Reg_I1_47"
"02264";"Reg_I1_16"
"02265";"Reg_I1_16"
"02266";"Reg_I1_16"
"02267";"Reg_32_18"
"02268";"Reg_I1_4"
"02269";"Reg_I1_16"
"02270";"Reg_32_22"
"02271";"Reg_I1_22"
"02272";"Reg_32_18"
"02273";"Reg_32_22"
"02274";"Reg_I1_16"
"02275";"Reg_32_26"
"02276";"Reg_I1_16"
"02277";"Reg_32_18"
"02278";"Reg_32_26"
"02279";"Reg_I1_4"
"02280";"Reg_I1_47"
"02281";"Reg_I1_47"
"02282";"Reg_I1_57"
"02283";"Reg_I1_57"
"02284";"Reg_I1_16"
"02286";"Reg_I1_16"
"02287";"Reg_32_22"
"02288";"Reg_I1_16"
"02289";"Reg_I1_47"
"02290";"Reg_I1_4"
"02291";"Reg_32_22"
"02292";"Reg_I1_47"
"02293";"Reg_I1_16"
"02294";"Reg_I1_57"
"02295";"Reg_32_26"
"02296";"Reg_32_22"
"02297";"Reg_I1_4"
"02298";"Reg_32_26"
"02299";"Reg_I1_31"
"02301";"Reg_32_18"
"02302";"Reg_32_18"
"02303";"Reg_32_22"
"02304";"Reg_32_22"
"02305";"Reg_I1_47"
"02306";"Reg_32_22"
"02307";"Reg_I1_4"
"02308";"Reg_32_22"
"02309";"Reg_I1_57"
"02310";"Reg_I1_16"
"02311";"Reg_I1_57"
"02312";"Reg_32_26"
"02313";"Reg_I1_16"
"02315";"Reg_32_18"
"02316";"Reg_32_18"
"02317";"Reg_32_22"
"02318";"Reg_32_18"
"02319";"Reg_I1_16"
"02320";"Reg_32_22"
"02321";"Reg_32_26"
"02322";"Reg_I1_16"
"02323";"Reg_I1_16"
"02324";"Reg_32_22"
"02326";"Reg_32_18"
"02327";"Reg_32_22"
"02328";"Reg_I1_47"
"02329";"Reg_32_22"
"02330";"Reg_32_22"
"02331";"Reg_I1_16"
"02332";"Reg_I1_47"
"02333";"Reg_32_18"
"02334";"Reg_32_22"
"02335";"Reg_32_22"
"02336";"Reg_32_18"
"02337";"Reg_32_26"
"02338";"Reg_I1_16"
"02339";"Reg_I1_4"
"02340";"Reg_32_25"
"02341";"Reg_I1_16"
"02342";"Reg_32_26"
"02343";"Reg_32_22"
"02344";"Reg_I1_57"
"02345";"Reg_32_22"
"02346";"Reg_I1_57"
"02347";"Reg_I1_47"
"02349";"Reg_I1_57"
"02350";"Reg_I1_57"
"02351";"Reg_I1_15"
"02352";"Reg_32_22"
"02353";"Reg_I1_57"
"02354";"Reg_I1_16"
"02355";"Reg_32_22"
"02356";"Reg_I1_47"
"02357";"Reg_I1_16"
"02358";"Reg_I1_16"
"02359";"Reg_32_25"
"02360";"Reg_I1_31"
"02361";"Reg_I1_16"
"02362";"Reg_32_18"
"02363";"Reg_32_18"
"02364";"Reg_I1_22"
"02366";"Reg_I1_16"
"02367";"Reg_32_22"
"02368";"Reg_I1_18"
"02369";"Reg_I1_16"
"02370";"Reg_32_22"
"02371";"Reg_32_25"
"02372";"Reg_32_18"
"02373";"Reg_I1_16"
"02374";"Reg_32_22"
"02375";"Reg_I1_4"
"02376";"Reg_I1_16"
"02377";"Reg_I1_16"
"02378";"Reg_32_26"
"02379";"Reg_I1_16"
"02380";"Reg_32_22"
"02381";"Reg_I1_16"
"02382";"Reg_32_22"
"02383";"Reg_32_25"
"02384";"Reg_I1_16"
"02385";"Reg_I1_16"
"02386";"Reg_I1_16"
"02387";"Reg_32_22"
"02388";"Reg_I1_16"
"02389";"Reg_I1_15"
"02390";"Reg_32_22"
"02391";"Reg_I1_16"
"02392";"Reg_32_22"
"02393";"Reg_I1_47"
"02395";"Reg_32_18"
"02396";"Reg_I1_57"
"02397";"Reg_32_22"
"02398";"Reg_32_18"
"02399";"Reg_I1_57"
"02400";"Reg_32_18"
"02401";"Reg_32_26"
"02402";"Reg_32_22"
"02403";"Reg_I1_16"
"02404";"Reg_32_26"
"02405";"Reg_32_26"
"02406";"Reg_32_18"
"02407";"Reg_32_18"
"02408";"Reg_I1_57"
"02409";"Reg_I1_16"
"02410";"Reg_I1_18"
"02411";"Reg_I1_4"
"02412";"Reg_32_18"
"02413";"Reg_I1_57"
"02414";"Reg_I1_16"
"02415";"Reg_32_18"
"02416";"Reg_I1_16"
"02417";"Reg_32_22"
"02418";"Reg_32_26"
"02419";"Reg_I1_16"
"02420";"Reg_32_22"
"02421";"Reg_32_18"
"02422";"Reg_I1_16"
"02423";"Reg_32_18"
"02424";"Reg_32_18"
"02425";"Reg_I1_16"
"02426";"Reg_32_22"
"02427";"Reg_I1_47"
"02428";"Reg_I1_4"
"02429";"Reg_I1_57"
"02430";"Reg_I1_57"
"02431";"Reg_32_22"
"02432";"Reg_I1_47"
"02433";"Reg_I1_16"
"02434";"Reg_32_18"
"02435";"Reg_I1_16"
"02438";"Reg_32_18"
"02439";"Reg_I1_47"
"02440";"Reg_I1_31"
"02441";"Reg_32_18"
"02442";"Reg_I1_47"
"02443";"Reg_I1_4"
"02444";"Reg_I1_16"
"02445";"Reg_32_26"
"02446";"Reg_32_22"
"02447";"Reg_32_18"
"02448";"Reg_I1_16"
"02449";"Reg_I1_4"
"02450";"Reg_I1_16"
"02451";"Reg_32_22"
"02452";"Reg_32_22"
"02453";"Reg_I1_47"
"02454";"Reg_I1_16"
"02455";"Reg_I1_16"
"02456";"Reg_32_18"
"02457";"Reg_I1_57"
"02458";"Reg_I1_47"
"02459";"Reg_I1_16"
"02460";"Reg_I1_57"
"02461";"Reg_32_18"
"02462";"Reg_I1_47"
"02463";"Reg_I1_16"
"02464";"Reg_32_18"
"02465";"Reg_I1_4"
"02466";"Reg_32_18"
"02467";"Reg_32_18"
"02468";"Reg_I1_16"
"02469";"Reg_I1_16"
"02470";"Reg_I1_16"
"02471";"Reg_I1_57"
"02472";"Reg_I1_57"
"02473";"Reg_32_22"
"02474";"Reg_32_18"
"02475";"Reg_I1_31"
"02476";"Reg_I1_16"
"02477";"Reg_32_18"
"02478";"Reg_I1_57"
"02480";"Reg_32_22"
"02481";"Reg_32_22"
"02482";"Reg_I1_22"
"02483";"Reg_32_22"
"02484";"Reg_I1_47"
"02485";"Reg_32_18"
"02486";"Reg_I1_57"
"02487";"Reg_32_18"
"02488";"Reg_32_22"
"02489";"Reg_32_18"
"02490";"Reg_I1_57"
"02491";"Reg_I1_16"
"02492";"Reg_32_22"
"02493";"Reg_I1_57"
"02494";"Reg_I1_16"
"02495";"Reg_32_26"
"02496";"Reg_I1_4"
"02497";"Reg_32_18"
"02498";"Reg_I1_57"
"02499";"Reg_32_18"
"02500";"Reg_32_22"
"02501";"Reg_I1_57"
"02502";"Reg_I1_16"
"02503";"Reg_I1_16"
"02504";"Reg_32_22"
"02505";"Reg_I1_47"
"02506";"Reg_32_18"
"02507";"Reg_I1_47"
"02508";"Reg_I1_57"
"02509";"Reg_I1_4"
"02510";"Reg_I1_15"
"02511";"Reg_I1_16"
"02512";"Reg_I1_4"
"02513";"Reg_I1_16"
"02514";"Reg_32_18"
"02515";"Reg_I1_47"
"02516";"Reg_I1_16"
"02517";"Reg_32_22"
"02518";"Reg_I1_47"
"02519";"Reg_I1_16"
"02520";"Reg_I1_47"
"02521";"Reg_I1_4"
"02522";"Reg_I1_16"
"02523";"Reg_I1_22"
"02524";"Reg_I1_47"
"02525";"Reg_32_22"
"02526";"Reg_I1_16"
"02527";"Reg_32_18"
"02528";"Reg_I1_18"
"02529";"Reg_I1_57"
"02530";"Reg_I1_47"
"02531";"Reg_I1_47"
"02532";"Reg_32_22"
"02533";"Reg_32_18"
"02534";"Reg_I1_22"
"02535";"Reg_I1_16"
"02536";"Reg_32_18"
"02537";"Reg_32_18"
"02538";"Reg_I1_47"
"02539";"Reg_32_22"
"02540";"Reg_I1_47"
"02541";"Reg_I1_31"
"02542";"Reg_32_18"
"02543";"Reg_I1_4"
"02544";"Reg_32_26"
"02545";"Reg_I1_16"
"02546";"Reg_32_18"
"02547";"Reg_I1_16"
"02548";"Reg_I1_16"
"02549";"Reg_32_22"
"02550";"Reg_I1_47"
"02551";"Reg_32_18"
"02552";"Reg_I1_16"
"02553";"Reg_I1_16"
"02554";"Reg_I1_47"
"02555";"Reg_I1_4"
"02556";"Reg_I1_16"
"02557";"Reg_32_18"
"02558";"Reg_32_26"
"02559";"Reg_32_22"
"02560";"Reg_32_22"
"02561";"Reg_I1_57"
"02562";"Reg_32_18"
